hr_uid,region,area,province,province_abb,pop,pwpd,pwlogpd,popdens,gamma
4800,Entire Province,639928.6924861,Alberta,AB,4055280.9380793786,2219.191979449394,6.9834299058400955,6.33708253075004,0.43821010160273977
4831,South Zone,65317.662361300005,Alberta,AB,297010.2632391503,1205.3618536143708,6.252463225431004,4.54716614927612,0.5032941230027058
4832,Calgary Zone,38841.489988199995,Alberta,AB,1531300.2116366501,2841.020854132292,7.580318036994704,39.42434268360605,0.404791935078175
4833,Central Zone,93005.7083127,Alberta,AB,469375.25732369337,951.920604756865,5.554654332441926,5.046736010499259,0.4580025642860552
4834,Edmonton Zone,11224.2287509,Alberta,AB,1297859.4383895348,2598.670437080078,7.479637680382304,115.63016641882568,0.3337352648277342
4835,North Zone,431539.603073,Alberta,AB,459735.76749035023,1025.5223893028947,5.525448160755458,1.0653385325855727,0.5294492588600538
591,Fraser Health,15893.416875439998,BC,BC,1752962.9240713676,3375.449134844582,7.774037852507666,110.29490623757631,0.3536537186473707
592,Interior Health,214309.1428221,BC,BC,756402.453304315,988.0222561573809,6.1345677211319325,3.52949222484741,0.4590200368250231
593,Vancouver Island Health,78759.42047184,BC,BC,781325.8185199001,1564.869025565695,6.781940289357019,9.920410965939736,0.44889961870442324
594,Northern Health,623460.592039,BC,BC,283837.94729527045,736.6888644648376,5.690616463401513,0.45526205011128473,0.5537753964441344
595,Vancouver Coastal Health,65140.357343824006,BC,BC,1177252.523765289,5941.055977596619,8.277040766551753,18.07255243552797,0.522833922838575
5900,Entire Province,997562.9295522039,BC,BC,4751781.666956142,3175.7089598000107,7.350103544983458,4.7633903848944845,0.4707372263289887
5911,East Kootenay Health Service Delivery Area,45056.3975525,BC,BC,79238.88529033068,669.2400780121208,5.727004949038038,1.758660025981905,0.5544768120638529
5912,Kootenay-Boundary Health Service Delivery Area,28853.55968,BC,BC,81308.12001703208,477.40574942755694,5.50977964636919,2.8179580238548954,0.4997429319788286
5913,Okanagan Health Service Delivery Area,21317.8596956,BC,BC,370420.9575623678,1243.2130258008904,6.577615775623203,17.37608572584904,0.42843692601138783
5914,Thompson/Cariboo Health Service Delivery Area,119081.325894,BC,BC,225434.4904345844,864.9230953306178,5.775176747195169,1.893113708149794,0.524011567524891
