fips_state,fips_county,county,countylong,state,stateabb,landarea,pop,pwpd,pwlogpd,popdens,gamma
1,49,DeKalb,DeKalb County,Alabama,AL,2012.67648,74001.5390625,66.47013854980469,3.881991147994995,36.767726854193675,0.0
1,51,Elmore,Elmore County,Alabama,AL,1601.768864,91315.0625,147.3077850341797,4.574160099029541,57.0088884559564,0.0
1,53,Escambia,Escambia County,Alabama,AL,2448.115116,37587.71875,109.71923065185547,3.925769567489624,15.353738271676928,0.0
1,55,Etowah,Etowah County,Alabama,AL,1385.871922,101031.1953125,219.4527587890625,4.904515266418457,72.90081695767266,0.0
1,57,Fayette,Fayette County,Alabama,AL,1625.693288,16579.69921875,34.4340705871582,2.9197943210601807,10.19854073405635,0.0
1,59,Franklin,Franklin County,Alabama,AL,1641.841404,33350.87109375,116.84219360351562,3.850640296936035,20.313089323059852,0.0
1,61,Geneva,Geneva County,Alabama,AL,1487.897665,27553.123046875,49.484825134277344,3.3990328311920166,18.51815732695232,0.0
1,63,Greene,Greene County,Alabama,AL,1675.782059,8275.7421875,27.447021484375,2.525252103805542,4.938435844359401,0.0
1,65,Hale,Hale County,Alabama,AL,1667.917734,13359.734375,37.283470153808594,2.9523298740386963,8.00982812441276,0.0
1,67,Henry,Henry County,Alabama,AL,1454.926622,19641.0859375,47.76383972167969,3.244006872177124,13.499708947864727,0.0
1,69,Houston,Houston County,Alabama,AL,1501.819549,107182.0,334.27862548828125,5.238969326019287,71.3680948362725,0.0
1,71,Jackson,Jackson County,Alabama,AL,2791.974032,56405.3515625,66.6457290649414,3.655043363571167,20.20267771691796,0.0
1,73,Jefferson,Jefferson County,Alabama,AL,2878.5521,644619.5625,632.9483642578125,6.10927677154541,223.93882066612588,0.0
1,75,Lamar,Lamar County,Alabama,AL,1566.544637,13287.47265625,27.45013427734375,2.764655590057373,8.48202620111488,0.0
1,77,Lauderdale,Lauderdale County,Alabama,AL,1730.146078,93517.671875,308.6126403808594,4.947878837585449,54.051893689291134,0.0
1,79,Lawrence,Lawrence County,Alabama,AL,1788.864251,32173.560546875,45.504634857177734,3.469332695007324,17.985467890528604,0.0
1,81,Lee,Lee County,Alabama,AL,1573.514768,162748.609375,414.888671875,5.485645294189453,103.42998533268295,0.0
1,83,Limestone,Limestone County,Alabama,AL,1450.277886,90682.0625,159.19895935058594,4.630255699157715,62.52737035804185,0.0
1,85,Lowndes,Lowndes County,Alabama,AL,1854.201377,10228.6982421875,18.61741065979004,2.384390354156494,5.516498029322464,0.0
1,87,Macon,Macon County,Alabama,AL,1576.855716,19865.83203125,97.52461242675781,3.7003397941589355,12.59838286387009,0.0
1,89,Madison,Madison County,Alabama,AL,2076.111961,367645.875,508.9544677734375,5.888436317443848,177.0838383990217,0.0
1,91,Marengo,Marengo County,Alabama,AL,2530.140237,17303.513671875,38.51874923706055,2.8246171474456787,6.838954386335463,0.0
1,93,Marion,Marion County,Alabama,AL,1922.657342,31389.796875,53.2205924987793,3.4388792514801025,16.32625647290197,0.0
1,95,Marshall,Marshall County,Alabama,AL,1465.531863,98323.484375,177.13143920898438,4.7499494552612305,67.09064937948743,0.0
1,97,Mobile,Mobile County,Alabama,AL,3184.15835,415169.6875,543.7742919921875,5.852949619293213,130.3860053002703,0.0
1,99,Monroe,Monroe County,Alabama,AL,2656.46966,22099.541015625,65.08080291748047,3.303234338760376,8.319139250257802,0.0
1,101,Montgomery,Montgomery County,Alabama,AL,2034.01778,230063.0,684.6677856445312,6.147326946258545,113.10766418177525,0.0
1,103,Morgan,Morgan County,Alabama,AL,1501.156832,125077.7265625,381.0921630859375,5.216724872589111,83.32089219209576,0.0
1,105,Perry,Perry County,Alabama,AL,1863.900621,10319.5029296875,55.56229782104492,3.058929204940796,5.536509196585272,0.0
1,107,Pickens,Pickens County,Alabama,AL,2282.674053,20254.931640625,36.27357482910156,2.943572759628296,8.87333503178213,0.0
1,109,Pike,Pike County,Alabama,AL,1740.64752,34049.28515625,168.3219451904297,4.21334981918335,19.561275195020528,0.0
1,111,Randolph,Randolph County,Alabama,AL,1503.615937,22356.634765625,53.702823638916016,3.249755620956421,14.86858060990677,0.0
1,113,Russell,Russell County,Alabama,AL,1660.622936,50026.953125,359.8927917480469,5.100574493408203,30.125413807364154,0.0
1,115,St. Clair,St. Clair County,Alabama,AL,1635.78681,96133.875,128.7921600341797,4.5124664306640625,58.76919560196234,0.0
1,117,Shelby,Shelby County,Alabama,AL,2034.134905,227797.203125,403.8812255859375,5.584104537963867,111.9872642493198,0.0
1,119,Sumter,Sumter County,Alabama,AL,2340.898915,16180.9423828125,69.07189178466797,3.259140968322754,6.9122772790949405,0.0
1,121,Talladega,Talladega County,Alabama,AL,1908.293036,83533.796875,145.46629333496094,4.411444187164307,43.77409302404434,0.0
1,123,Tallapoosa,Tallapoosa County,Alabama,AL,1855.782851,39475.12109375,86.57455444335938,3.822370767593384,21.271411723887088,0.0
1,125,Tuscaloosa,Tuscaloosa County,Alabama,AL,3421.010003,208257.4375,514.9700317382812,5.581711292266846,60.876009516888864,0.0
1,127,Walker,Walker County,Alabama,AL,2048.686078,63575.15625,77.59029388427734,3.956620693206787,31.03216101905877,0.0
