hr_uid,region,area,province,province_abb,pop,pwpd,pwlogpd,popdens,gamma
4800,Entire Province,639928.6924861,Alberta,AB,4053468.25,2416.1220703125,6.888691425323486,6.334249890018873,0.44460301373703576
4831,South Zone,65317.662361300005,Alberta,AB,297077.34375,1308.3150634765625,6.026406764984131,4.548193138124537,0.5106662254506286
4832,Calgary Zone,38841.489988199995,Alberta,AB,1530956.75,3086.74462890625,7.576547622680664,39.41550003527421,0.4126632068924817
4833,Central Zone,93005.7083127,Alberta,AB,467951.65625,1045.3704833984375,5.29447603225708,5.031429411586997,0.4664535198761463
4834,Edmonton Zone,11224.2287509,Alberta,AB,1298035.625,2824.9609375,7.49212646484375,115.64586340918245,0.34267377180220443
4835,North Zone,431539.603073,Alberta,AB,459446.71875,1138.867919921875,5.073084354400635,1.064668724442144,0.537577228517642
591,Fraser Health,15893.416875439998,BC,BC,1759516.625,3540.1103515625,7.8035430908203125,110.70725941373692,0.3581915878294448
592,Interior Health,214309.1428221,BC,BC,756109.625,1071.4952392578125,5.889741897583008,3.5281258421515576,0.46565883751673876
593,Vancouver Island Health,78759.42047184,BC,BC,781325.75,1752.03173828125,6.798645973205566,9.920410095949839,0.45892026369580186
594,Northern Health,623460.592039,BC,BC,283607.40625,792.1510009765625,5.240963459014893,0.4548922736599512,0.5592763280459635
595,Vancouver Coastal Health,65140.357343824006,BC,BC,1178473.75,6840.6201171875,8.367436408996582,18.09130004890481,0.535460352735982
5900,Entire Province,997562.9295522039,BC,BC,4759032.5,3507.87890625,7.321423530578613,4.770658931899447,0.47782873577315116
5911,East Kootenay Health Service Delivery Area,45056.3975525,BC,BC,79092.609375,747.34326171875,5.300799369812012,1.7554135188646804,0.5649502173285805
5912,Kootenay-Boundary Health Service Delivery Area,28853.55968,BC,BC,81227.8359375,595.1710205078125,5.053991317749023,2.8151755567893937,0.5213076995097823
5913,Okanagan Health Service Delivery Area,21317.8596956,BC,BC,370282.40625,1328.36328125,6.438128471374512,17.369586418960537,0.4351210320086326
5914,Thompson/Cariboo Health Service Delivery Area,119081.325894,BC,BC,225506.796875,934.9808959960938,5.496888637542725,1.8937209103275725,0.5306480942279337
5921,Fraser East Health Service Delivery Area,11781.399146,BC,BC,302095.21875,2057.689697265625,7.0073137283325195,25.641709868777923,0.46778208030034457
5922,Fraser North Health Service Delivery Area,2988.8353180599997,BC,BC,666931.3125,4298.7763671875,8.092074394226074,223.14086977963487,0.3696633956817214
5923,Fraser South Health Service Delivery Area,1123.18241138,BC,BC,790490.0625,3466.552490234375,7.864401340484619,703.7949085480808,0.22699985151792218
5931,Richmond Health Service Delivery Area,369.35168288,BC,BC,214200.890625,5326.67431640625,8.39389705657959,579.9374973867183,0.3751109951833401
5932,Vancouver Health Service Delivery Area,420.932641144,BC,BC,669135.375,9119.7265625,8.898927688598633,1589.6495296288758,0.28910790920383483
5933,North Shore/Coast Garibaldi Health Service Delivery Area,64350.0730198,BC,BC,295137.40625,2772.2041015625,7.14323616027832,4.586434675205242,0.5784177427549712
5941,South Vancouver Island Health Service Delivery Area,4739.01046784,BC,BC,381237.6875,2519.74658203125,7.33841609954834,80.4466860934715,0.40695749471994563
5942,Central Vancouver Island Health Service Delivery Area,17457.9122155,BC,BC,274596.5,1000.5671997070312,6.290184020996094,15.729057209727495,0.425164273554312
5943,North Vancouver Island Health Service Delivery Area,56562.4977885,BC,BC,125491.515625,1064.0792236328125,6.271450042724609,2.2186346171316766,0.5640972419542799
5951,Northwest Health Service Delivery Area,286251.227468,BC,BC,72931.34375,671.4806518554688,5.32135534286499,0.2547808943741664,0.6269058176614902
5952,Northern Interior Health Service Delivery Area,173810.662342,BC,BC,142547.21875,834.8331909179688,5.316033363342285,0.8201293109942576,0.573983498626933
5953,Northeast Health Service Delivery Area,163398.702229,BC,BC,68128.8515625,832.02294921875,4.997836589813232,0.41694854752896865,0.6330127710696594
4600,Entire Province,627999.016581894,Manitoba,MB,1288972.25,2158.453125,6.477910995483398,2.0525067969304884,0.5211933984787348
4601,Winnipeg Regional Health Authority,661.042832194,Manitoba,MB,720018.5,3373.217529296875,7.922284126281738,1089.2161066329998,0.1740745246455767
4602,Prairie Mountain Health,74480.9970325,Manitoba,MB,169529.4375,858.0446166992188,4.747639179229736,2.276143503100869,0.528794391394591
4603,Interlake-Eastern Regional Health Authority,99748.6692998,Manitoba,MB,129740.3671875,323.6648864746094,3.990694999694824,1.3006726615826656,0.47929029302080794
4604,Northern Regional Health Authority,423437.478234,Manitoba,MB,73152.2265625,752.0361328125,5.40890645980835,0.17275803471055678,0.6466921662710537
4605,Southern HealthSante Sud,29670.8291834,Manitoba,MB,196531.796875,564.4808349609375,4.718647003173828,6.623737936685438,0.43166453020162154
1300,Entire Province,80056.087334,New Brunswick,NB,787730.375,695.6578979492188,5.147279739379883,9.839731133917772,0.3771698414106679
1301,Zone 1 (Moncton area),11855.7574915,New Brunswick,NB,219341.953125,1007.1747436523438,5.728802680969238,18.500880545360133,0.42610275688908633
1302,Zone 2 (Saint John area),13049.0520108,New Brunswick,NB,183720.34375,862.6304931640625,5.44503116607666,14.07921001448569,0.43426368945190175
1303,Zone 3 (Fredericton area),24512.860438400003,New Brunswick,NB,185548.5,567.0166625976562,4.83237886428833,7.5694348469154455,0.4270594997882361
1304,Zone 4 (Edmundston area),7943.75436473,New Brunswick,NB,48925.71484375,379.3868713378906,4.693267822265625,6.159016580494799,0.45886132766388793
1305,Zone 5 (Campbellton area),6017.72745082,New Brunswick,NB,26793.89453125,514.6829223632812,4.898845195770264,4.452493860884138,0.5458323492038695
1306,Zone 6 (Bathurst area),5824.83342415,New Brunswick,NB,78593.6796875,266.6227111816406,4.558733940124512,13.492863051095567,0.3441422101832188
1307,Zone 7 (Miramichi area),10852.1021536,New Brunswick,NB,44806.296875,224.88682556152344,4.0603718757629395,4.128812670652596,0.4302150753484251
1000,Entire Province,496421.0556948,NL,NL,535130.3125,961.304931640625,5.734808444976807,1.0779766618702784,0.5179651489723157
1011,Eastern Regional Health Authority,36595.1862379,NL,NL,324600.65625,1219.185546875,6.108151435852051,8.870037008141404,0.46853950827647184
1012,Central Regional Health Authority,65582.1225941,NL,NL,94784.3125,500.75677490234375,4.902011394500732,1.4452766813699796,0.5272553549129101
1013,Western Regional Health Authority,43826.9754658,NL,NL,78647.53125,621.597412109375,5.355576038360596,1.794500542511128,0.5471148118941243
1014,Labrador-Grenfell Regional Health Authority,350416.771397,NL,NL,37097.8203125,601.7598876953125,5.39986515045166,0.10586770765737842,0.6771759815603947
1200,Entire Province,76209.44786236,Nova Scotia,NS,951621.5625,1200.6861572265625,5.599567413330078,12.486923723928562,0.406179955531031
1201,Zone 1 - Western,25707.4365425,Nova Scotia,NS,199619.71875,266.0949401855469,4.277148246765137,7.765057337396713,0.34804343076741806
1202,Zone 2 - Northern,17073.430909299997,Nova Scotia,NS,152913.09375,442.0666809082031,4.628566265106201,8.956201864893327,0.4001029167297616
1203,Zone 3 - Eastern,23739.886917,Nova Scotia,NS,162602.609375,562.6664428710938,4.942039966583252,6.84934220384012,0.4375754670355266
1204,Zone 4 - Central,9688.69349356,Nova Scotia,NS,436486.1875,2131.550048828125,6.789466857910156,45.05108844552973,0.4201903617017652
6101,Northwest Territories,2484318.94053,NWT,NT,42460.3984375,1291.144287109375,6.2198567390441895,0.017091363650933476,0.7627896739746999
6201,Nunavut,4740612.03496,Nunavut,NU,34878.890625,972.6072998046875,5.979410648345947,0.0073574657381331775,0.7671264785909009
3500,Entire Province,1041354.475987289,Ontario,ON,13768996.0,3600.967529296875,7.385401248931885,13.22219889336517,0.40466568575078443
3526,The District of Algoma Health Unit,52788.783345699994,Ontario,ON,116256.421875,1208.2734375,6.157104969024658,2.2022940198046803,0.5800456858619403
3527,Brant County Health Unit,1204.7503769500001,Ontario,ON,150094.9375,1834.7657470703125,6.792628765106201,124.58592283655229,0.3791466264228768
3530,Durham Regional Health Unit,2760.86238116,Ontario,ON,662593.3125,2736.489990234375,7.504939079284668,239.99505264061938,0.30717172951753074
3533,Grey Bruce Health Unit,13217.528198700002,Ontario,ON,163081.5625,607.3781127929688,4.801122188568115,12.338279899871123,0.41061461838956925
3534,Haldimand-Norfolk Health Unit,4562.549595779999,Ontario,ON,111841.125,587.4908447265625,5.0174970626831055,24.512856825368928,0.3770234811320152
3535,"Haliburton, Kawartha, Pine Ridge District Health Unit",10493.2098702,Ontario,ON,176733.09375,566.4507446289062,4.875485420227051,16.8426149801797,0.37970342994892076
3536,Halton Regional Health Unit,1039.06564863,Ontario,ON,570119.1875,3072.559814453125,7.745943546295166,548.6844726814882,0.24801671122414584
3537,City of Hamilton Health Unit,1212.61876349,Ontario,ON,543665.9375,3447.5,7.722565650939941,448.3403637391295,0.2872813659383806
3538,Hastings and Prince Edward Counties Health Unit,9131.93509682,Ontario,ON,167520.875,901.79931640625,5.331111431121826,18.344510032527012,0.42711195349084313
3539,Huron Perth Health Unit,6033.16950321,Ontario,ON,139146.65625,839.780029296875,5.308255195617676,23.063607971890367,0.41296640542459045
3540,Chatham-Kent Health Unit,3078.45550992,Ontario,ON,102804.75,1149.270751953125,5.976964950561523,33.394911723987065,0.44053770097673633
