fips_state,fips_county,county,countylong,state,stateabb,landarea,pop,pwpd,pwlogpd,popdens,gamma
1,1,Autauga,Autauga County,Alabama,AL,1539.602137,60321.94921875,1029.2242431640625,6.428852558135986,39.180219206691056,0.3232230299286705
1,3,Baldwin,Baldwin County,Alabama,AL,4117.621645,205560.6875,825.9793090820312,6.201404094696045,49.92218936618689,0.2529019909560809
1,5,Barbour,Barbour County,Alabama,AL,2292.160139,26427.939453125,1551.408447265625,6.096184253692627,11.5297090301268,0.46641928962848456
1,7,Bibb,Bibb County,Alabama,AL,1612.167476,24354.505859375,745.8384399414062,5.7387800216674805,15.106684771858651,0.38387488810608605
1,9,Blount,Blount County,Alabama,AL,1670.103866,60243.9921875,512.0308227539062,5.665197849273682,36.07200331305622,0.26025781202859927
1,11,Bullock,Bullock County,Alabama,AL,1613.076054,10486.3212890625,1027.154052734375,5.654547691345215,6.500822613452855,0.49836345948686406
1,13,Butler,Butler County,Alabama,AL,2012.002531,20510.466796875,657.656494140625,5.407104969024658,10.194056160894064,0.40145364981559173
1,15,Calhoun,Calhoun County,Alabama,AL,1569.195268,121064.296875,899.0084228515625,6.351813316345215,77.15056203891127,0.242380428008943
1,17,Chambers,Chambers County,Alabama,AL,1545.085607,32781.640625,598.9119262695312,5.799734115600586,21.216714773914788,0.33022099152073137
1,19,Cherokee,Cherokee County,Alabama,AL,1433.623319,26803.56640625,333.7008972167969,5.210563659667969,18.696380040013842,0.28702764201319053
1,21,Chilton,Chilton County,Alabama,AL,1794.477075,45357.75390625,476.4357604980469,5.653573036193848,25.27630725304752,0.2860641737144437
1,23,Choctaw,Choctaw County,Alabama,AL,2365.869841,12786.9736328125,502.1495056152344,4.70606803894043,5.404766319438661,0.4298838883010678
1,25,Clarke,Clarke County,Alabama,AL,3207.494106,24614.1640625,697.0486450195312,5.42802095413208,7.67395457296594,0.415737776225215
1,27,Clay,Clay County,Alabama,AL,1564.251834,13644.7744140625,337.46881103515625,4.719169616699219,8.722875765579893,0.3609413298179878
1,29,Cleburne,Cleburne County,Alabama,AL,1450.663786,15249.958984375,295.3661193847656,4.962084770202637,10.512400689635054,0.33182838822262084
1,31,Coffee,Coffee County,Alabama,AL,1758.565919,52892.3515625,862.1088256835938,6.065788269042969,30.076979765749687,0.3275424834233454
1,33,Colbert,Colbert County,Alabama,AL,1535.202321,53607.0859375,764.2626953125,6.215423107147217,34.91858057026739,0.30526172280572944
1,35,Conecuh,Conecuh County,Alabama,AL,2202.007855,12703.14453125,374.9925537109375,4.928066730499268,5.7688915606752005,0.39871445461289423
1,37,Coosa,Coosa County,Alabama,AL,1685.850815,11291.181640625,372.8595275878906,4.783781051635742,6.69761614738431,0.3939627525916043
1,39,Covington,Covington County,Alabama,AL,2669.134207,37441.0078125,463.0079345703125,5.310679912567139,14.027397990819725,0.3279590901986018
1,41,Crenshaw,Crenshaw County,Alabama,AL,1576.952799,13894.8330078125,411.3634033203125,4.754941940307617,8.81119144252364,0.3791945055707513
1,43,Cullman,Cullman County,Alabama,AL,1902.970816,81094.21875,477.2821960449219,5.646790981292725,42.614536212624714,0.23401478786574115
1,45,Dale,Dale County,Alabama,AL,1453.244559,50306.17578125,760.8470458984375,6.083983421325684,34.61645561973854,0.307346259920351
1,47,Dallas,Dallas County,Alabama,AL,2534.919607,42171.6640625,1073.7861328125,6.234480857849121,16.636292506494467,0.3927578603810727
1,49,DeKalb,DeKalb County,Alabama,AL,2012.67648,73977.78125,510.7027893066406,5.5831475257873535,36.75592276509337,0.25351992370669346
1,51,Elmore,Elmore County,Alabama,AL,1601.768864,86168.3046875,1035.3243408203125,6.272836685180664,53.79571711259085,0.29131557280602194
1,53,Escambia,Escambia County,Alabama,AL,2448.115116,37831.9765625,1543.297119140625,5.863044738769531,15.453512098039756,0.435324026804734
1,55,Etowah,Etowah County,Alabama,AL,1385.871922,103859.2421875,814.372802734375,6.1736860275268555,74.94144338938415,0.23841202334524367
1,57,Fayette,Fayette County,Alabama,AL,1625.693288,16452.06640625,375.1622009277344,4.951427936553955,10.120030960138896,0.35537507183314554
1,59,Franklin,Franklin County,Alabama,AL,1641.841404,31620.1484375,602.1357421875,5.690195560455322,19.258954220830454,0.3382912813539955
